Question number, Melody number, Instrument, Correct answer, User answer 
0, 26, 2, 2, 1, 1
0, 26, 2, 2, 0, 1
1, 37, 3, 2, 0, 1
2, 22, 3, 1, 2, 3
3, 31, 2, 3, 0, 2
4, 8, 2, 2, 1, 1
5, 0, 4, 2, 2, 3
6, 38, 4, 2, 0, 1
7, 51, 3, 3, 0, 1
8, 28, 1, 2, 2, 1
9, 15, 2, 2, 0, 3
10, 18, 1, 2, 1, 2
11, 2, 1, 3, 0, 3
12, 56, 2, 1, 1, 1
13, 60, 3, 1, 0, 1
14, 24, 1, 3, 0, 3
15, 35, 3, 2, 1, 1
16, 58, 2, 2, 0, 3
17, 61, 3, 3, 1, 1
18, 53, 1, 1, 2, 3
19, 30, 4, 3, 2, 1
20, 48, 3, 1, 1, 2
21, 34, 1, 3, 1, 2
22, 7, 4, 1, 0, 3
23, 54, 2, 3, 0, 1
24, 44, 2, 3, 0, 2
25, 50, 1, 2, 2, 1
26, 40, 2, 3, 0, 2
27, 41, 1, 1, 2, 2
28, 5, 4, 1, 1, 1
29, 4, 1, 1, 2, 3
30, 64, 3, 3, 1, 1
31, 13, 2, 1, 0, 3
32, 3, 4, 2, 2, 2
33, 14, 1, 2, 2, 1
34, 69, 3, 1, 0, 1
35, 6, 1, 1, 1, 2
36, 1, 4, 1, 1, 2
37, 46, 3, 3, 0, 1
38, 42, 4, 2, 2, 1
39, 20, 3, 1, 2, 2
40, 49, 3, 3, 0, 2
41, 66, 3, 3, 0, 1
42, 47, 1, 2, 2, 3
43, 11, 4, 3, 1, 2
44, 57, 3, 3, 1, 3
45, 21, 2, 2, 0, 1
46, 65, 1, 3, 0, 3
47, 70, 4, 2, 2, 3
48, 12, 2, 2, 1, 2
49, 45, 4, 1, 1, 2
50, 43, 4, 2, 2, 2
51, 19, 4, 3, 1, 1
52, 68, 2, 2, 2, 3
53, 67, 1, 2, 2, 3
54, 25, 1, 1, 0, 1
55, 39, 1, 1, 1, 1
56, 52, 3, 1, 0, 1
57, 27, 2, 1, 2, 3
58, 59, 1, 2, 2, 3
59, 63, 3, 1, 0, 3
60, 55, 1, 3, 1, 1
61, 32, 2, 3, 1, 1
62, 17, 4, 2, 1, 1
63, 29, 3, 1, 0, 1
64, 16, 2, 1, 0, 2
65, 62, 4, 3, 2, 3
66, 9, 2, 3, 2, 1
67, 23, 2, 3, 2, 1
68, 36, 4, 1, 1, 3
69, 10, 3, 1, 2, 2
70, 71, 4, 3, 2, 2
End
