Question number, Melody number, Instrument, Correct answer, User answer 
0, 55, 1, 1, 0, 1
0, 55, 1, 1, 2, 3
1, 45, 2, 3, 2, 3
2, 18, 2, 3, 1, 3
3, 60, 1, 2, 2, 1
4, 57, 1, 3, 2, 2
5, 61, 4, 3, 0, 3
6, 56, 4, 2, 1, 2
7, 36, 3, 3, 1, 3
8, 24, 1, 2, 2, 2
9, 64, 4, 1, 1, 2
10, 44, 1, 1, 1, 1
11, 4, 1, 3, 2, 3
12, 50, 3, 1, 1, 1
13, 1, 1, 2, 2, 3
14, 63, 4, 2, 0, 3
15, 2, 2, 2, 2, 2
16, 20, 3, 3, 0, 1
17, 28, 4, 2, 0, 3
18, 41, 4, 2, 2, 1
19, 48, 2, 2, 0, 3
20, 49, 1, 2, 2, 2
21, 51, 3, 1, 0, 1
22, 33, 4, 2, 1, 2
23, 37, 2, 1, 2, 3
24, 14, 4, 3, 2, 1
25, 19, 4, 1, 2, 1
26, 52, 1, 3, 2, 3
27, 69, 1, 1, 0, 3
28, 42, 4, 1, 1, 1
29, 47, 4, 1, 0, 3
30, 59, 3, 1, 0, 3
31, 3, 2, 1, 0, 1
32, 70, 2, 1, 1, 1
33, 13, 4, 1, 1, 1
34, 71, 3, 2, 1, 1
35, 15, 1, 1, 2, 3
36, 11, 3, 3, 0, 1
37, 46, 4, 2, 2, 2
38, 29, 3, 2, 0, 3
39, 8, 1, 1, 1, 1
40, 7, 3, 3, 0, 1
41, 9, 4, 2, 1, 1
42, 27, 2, 1, 1, 2
43, 17, 2, 2, 0, 1
44, 62, 1, 1, 0, 3
45, 12, 3, 3, 2, 3
46, 10, 1, 1, 0, 3
47, 21, 1, 2, 0, 1
48, 43, 2, 1, 2, 1
49, 25, 2, 1, 1, 3
50, 31, 2, 2, 0, 2
51, 6, 3, 2, 2, 1
52, 68, 1, 1, 2, 1
53, 22, 2, 3, 1, 3
54, 26, 3, 2, 0, 2
55, 40, 1, 3, 1, 1
56, 23, 2, 1, 1, 3
57, 53, 2, 2, 0, 2
58, 65, 1, 2, 1, 3
59, 16, 3, 3, 2, 2
60, 34, 4, 2, 2, 3
61, 66, 2, 3, 0, 1
62, 30, 4, 3, 2, 3
63, 67, 3, 3, 0, 1
64, 58, 3, 2, 0, 1
65, 32, 3, 3, 1, 2
66, 5, 2, 3, 2, 3
67, 0, 3, 1, 0, 3
68, 38, 3, 3, 2, 1
69, 54, 4, 3, 0, 2
70, 39, 2, 3, 2, 3
End
