Question number, Melody number, Instrument, Correct answer, User answer 
0, 8, 1, 2, 2, 2
0, 8, 1, 2, 2, 2
1, 13, 2, 2, 1, 3
2, 16, 1, 3, 1, 3
3, 41, 1, 3, 0, 3
4, 5, 1, 2, 1, 3
5, 30, 3, 3, 1, 2
6, 11, 1, 1, 0, 3
7, 17, 4, 1, 1, 2
8, 20, 4, 3, 1, 3
9, 54, 4, 1, 1, 2
10, 69, 4, 1, 2, 3
11, 48, 3, 2, 1, 3
12, 29, 1, 1, 2, 3
13, 64, 2, 1, 2, 2
14, 32, 4, 3, 0, 2
15, 21, 2, 3, 0, 3
16, 33, 2, 1, 0, 2
17, 44, 1, 2, 0, 2
18, 53, 1, 3, 2, 2
19, 67, 2, 3, 0, 2
20, 58, 1, 2, 2, 2
21, 12, 3, 1, 0, 3
22, 18, 3, 2, 1, 3
23, 61, 3, 2, 1, 1
24, 27, 3, 3, 1, 3
25, 45, 1, 3, 1, 3
26, 70, 3, 2, 2, 3
27, 59, 4, 2, 2, 3
28, 15, 4, 1, 2, 3
29, 23, 1, 2, 0, 3
30, 60, 3, 1, 0, 2
31, 62, 2, 3, 1, 2
32, 42, 4, 1, 0, 1
33, 49, 2, 1, 0, 2
34, 4, 4, 1, 2, 3
35, 25, 3, 2, 1, 1
36, 43, 1, 3, 0, 2
37, 47, 2, 2, 2, 1
38, 52, 2, 2, 1, 1
39, 36, 2, 2, 0, 1
40, 7, 2, 1, 0, 1
41, 10, 4, 3, 2, 2
42, 34, 4, 2, 0, 2
43, 63, 1, 2, 1, 3
44, 28, 2, 2, 2, 2
45, 26, 3, 3, 0, 2
46, 24, 1, 2, 1, 3
47, 66, 1, 3, 0, 3
48, 46, 3, 3, 1, 3
49, 39, 1, 1, 1, 2
50, 56, 4, 3, 0, 3
51, 19, 2, 3, 2, 2
52, 6, 3, 1, 2, 2
53, 9, 1, 1, 1, 1
54, 1, 4, 1, 1, 2
55, 65, 3, 1, 1, 2
56, 38, 2, 2, 2, 3
57, 37, 4, 1, 1, 3
58, 35, 2, 2, 1, 3
59, 57, 1, 2, 1, 3
60, 3, 4, 1, 1, 3
61, 68, 3, 1, 1, 3
62, 51, 3, 3, 1, 1
63, 31, 2, 2, 2, 3
64, 71, 4, 1, 2, 2
65, 14, 3, 3, 1, 1
66, 40, 4, 3, 2, 2
67, 50, 2, 3, 0, 3
68, 0, 4, 1, 0, 2
69, 55, 3, 3, 0, 2
70, 2, 3, 3, 2, 3
End
