Question number, Melody number, Instrument, Correct answer, User answer 
0, 51, 3, 3, 1, 1
0, 51, 3, 3, 2, 3
1, 14, 3, 2, 2, 3
2, 35, 2, 2, 2, 2
3, 61, 1, 2, 2, 3
4, 28, 4, 1, 2, 3
5, 17, 4, 1, 2, 3
6, 53, 1, 3, 2, 1
7, 54, 1, 1, 0, 3
8, 63, 2, 2, 2, 3
9, 19, 3, 1, 2, 3
10, 18, 2, 3, 0, 3
11, 71, 4, 1, 1, 2
12, 38, 1, 3, 0, 3
13, 43, 2, 2, 1, 2
14, 60, 4, 3, 2, 1
15, 57, 3, 2, 2, 3
16, 15, 4, 3, 0, 2
17, 64, 4, 3, 2, 3
18, 47, 3, 2, 2, 2
19, 50, 1, 1, 1, 2
20, 29, 3, 1, 2, 1
21, 30, 2, 2, 0, 1
22, 65, 2, 3, 1, 1
23, 33, 3, 1, 2, 3
24, 37, 1, 2, 1, 2
25, 39, 1, 1, 2, 1
26, 21, 4, 3, 2, 3
27, 24, 4, 1, 2, 1
28, 69, 3, 1, 2, 3
29, 10, 1, 1, 1, 2
30, 9, 1, 3, 2, 2
31, 55, 3, 3, 2, 2
32, 49, 2, 2, 0, 2
33, 56, 2, 3, 2, 3
34, 5, 4, 1, 0, 2
35, 52, 3, 2, 1, 2
36, 26, 3, 3, 2, 2
37, 0, 4, 1, 2, 2
38, 41, 1, 2, 1, 3
39, 4, 3, 2, 0, 2
40, 40, 2, 3, 1, 3
41, 31, 4, 3, 2, 3
42, 46, 4, 3, 0, 3
43, 20, 3, 1, 2, 2
44, 58, 2, 3, 1, 2
45, 7, 2, 2, 1, 2
46, 6, 2, 3, 0, 1
47, 8, 4, 2, 2, 2
48, 16, 3, 1, 0, 1
49, 23, 1, 3, 1, 2
50, 59, 4, 3, 1, 2
51, 32, 2, 2, 0, 3
52, 11, 4, 2, 0, 2
53, 22, 1, 3, 1, 2
54, 70, 2, 2, 2, 3
55, 34, 4, 1, 2, 3
56, 48, 1, 2, 1, 1
57, 12, 2, 1, 1, 2
58, 27, 2, 2, 2, 3
59, 68, 2, 2, 1, 2
60, 25, 4, 2, 2, 1
61, 3, 1, 3, 2, 3
62, 66, 3, 2, 1, 1
63, 45, 1, 3, 2, 1
64, 42, 2, 1, 1, 1
65, 2, 3, 3, 0, 2
66, 1, 1, 1, 0, 3
67, 13, 1, 1, 2, 1
68, 67, 3, 1, 1, 1
69, 36, 1, 1, 1, 2
70, 44, 3, 2, 1, 2
End
