Question number, Melody number, Instrument, Correct answer, User answer 
0, 29, 1, 3, 2, 2
0, 29, 1, 3, 1, 1
1, 31, 3, 2, 1, 3
2, 28, 3, 2, 1, 1
3, 38, 1, 1, 1, 1
4, 13, 1, 1, 0, 1
5, 45, 3, 2, 2, 2
6, 3, 3, 3, 0, 2
7, 0, 3, 3, 0, 2
8, 71, 1, 3, 2, 3
9, 67, 2, 1, 0, 1
10, 64, 2, 1, 1, 3
11, 47, 3, 1, 0, 2
12, 5, 2, 2, 2, 2
13, 70, 4, 3, 0, 3
14, 34, 3, 3, 0, 3
15, 62, 3, 2, 0, 2
16, 22, 3, 1, 2, 1
17, 44, 1, 3, 0, 1
18, 10, 1, 3, 0, 2
19, 12, 2, 2, 1, 1
20, 9, 4, 3, 0, 3
21, 25, 4, 2, 1, 3
22, 57, 2, 1, 1, 1
23, 42, 2, 3, 1, 2
24, 2, 2, 2, 0, 1
25, 18, 4, 3, 2, 3
26, 65, 2, 2, 1, 2
27, 66, 4, 2, 2, 3
28, 48, 1, 1, 0, 3
29, 50, 1, 3, 2, 1
30, 69, 3, 2, 2, 3
31, 6, 1, 3, 2, 3
32, 46, 2, 2, 0, 2
33, 58, 2, 2, 1, 3
34, 49, 3, 3, 1, 1
35, 7, 4, 1, 2, 1
36, 63, 4, 3, 0, 2
37, 52, 1, 2, 0, 2
38, 55, 2, 1, 0, 1
39, 20, 4, 1, 1, 3
40, 39, 2, 3, 2, 1
41, 21, 4, 2, 0, 1
42, 56, 1, 2, 1, 2
43, 30, 4, 1, 0, 1
44, 8, 4, 2, 1, 1
45, 53, 2, 3, 1, 3
46, 41, 2, 2, 2, 2
47, 17, 1, 3, 2, 2
48, 36, 1, 1, 2, 2
49, 33, 1, 2, 2, 1
50, 32, 4, 3, 2, 2
51, 14, 2, 3, 1, 1
52, 1, 1, 1, 0, 1
53, 37, 4, 2, 1, 2
54, 27, 4, 2, 2, 3
55, 11, 3, 1, 1, 1
56, 51, 4, 3, 2, 1
57, 35, 4, 3, 2, 3
58, 68, 1, 1, 2, 1
59, 43, 3, 1, 1, 3
60, 24, 3, 1, 0, 3
61, 16, 4, 1, 2, 2
62, 40, 1, 1, 1, 1
63, 23, 3, 1, 0, 3
64, 61, 2, 2, 1, 3
65, 15, 3, 1, 2, 2
66, 54, 3, 3, 1, 3
67, 26, 3, 1, 2, 1
68, 4, 2, 3, 2, 3
69, 59, 2, 2, 0, 2
70, 60, 4, 2, 2, 3
End
