Question number, Melody number, Instrument, Correct answer, User answer 
0, 19, 2, 1, 0, 2
0, 19, 2, 1, 0, 2
1, 65, 2, 2, 0, 2
2, 47, 2, 3, 2, 1
3, 7, 2, 2, 1, 3
4, 12, 3, 3, 2, 2
5, 23, 3, 1, 2, 2
6, 30, 2, 2, 1, 2
7, 9, 4, 3, 2, 3
8, 1, 3, 2, 1, 1
9, 55, 2, 1, 2, 1
10, 21, 1, 1, 1, 3
11, 3, 2, 3, 1, 3
12, 60, 2, 1, 0, 3
13, 57, 2, 2, 1, 3
14, 56, 3, 1, 1, 2
15, 5, 1, 1, 0, 2
16, 4, 4, 1, 0, 2
17, 20, 1, 3, 1, 2
18, 38, 1, 2, 1, 3
19, 69, 2, 3, 0, 3
20, 26, 3, 1, 2, 3
21, 18, 3, 1, 1, 1
22, 49, 3, 2, 1, 1
23, 33, 1, 3, 2, 1
24, 15, 1, 2, 2, 3
25, 14, 1, 1, 0, 1
26, 58, 4, 3, 1, 3
27, 0, 2, 2, 2, 1
28, 54, 4, 2, 2, 1
29, 51, 1, 1, 0, 1
30, 66, 3, 3, 0, 2
31, 2, 3, 2, 0, 2
32, 71, 4, 3, 2, 3
33, 46, 4, 2, 1, 3
34, 68, 3, 1, 0, 3
35, 44, 1, 3, 0, 2
36, 42, 4, 1, 1, 2
37, 62, 1, 3, 1, 2
38, 32, 4, 2, 1, 1
39, 64, 3, 2, 1, 1
40, 25, 4, 2, 2, 1
41, 61, 3, 2, 2, 1
42, 59, 4, 1, 0, 3
43, 43, 3, 1, 1, 2
44, 28, 1, 3, 2, 3
45, 45, 2, 3, 2, 3
46, 37, 3, 2, 0, 1
47, 24, 2, 2, 2, 1
48, 35, 1, 2, 2, 2
49, 39, 1, 3, 1, 1
50, 22, 4, 2, 0, 1
51, 41, 1, 3, 0, 3
52, 50, 4, 2, 1, 1
53, 48, 1, 1, 0, 1
54, 8, 4, 3, 1, 1
55, 11, 2, 1, 2, 1
56, 6, 4, 2, 0, 3
57, 16, 1, 1, 0, 3
58, 52, 4, 2, 0, 2
59, 29, 3, 3, 2, 1
60, 36, 4, 3, 1, 3
61, 63, 1, 3, 2, 3
62, 13, 4, 1, 2, 1
63, 34, 2, 1, 0, 3
64, 67, 1, 3, 1, 3
65, 10, 3, 3, 1, 3
66, 31, 2, 3, 1, 3
67, 40, 3, 1, 2, 1
68, 27, 2, 3, 1, 1
69, 53, 4, 1, 0, 2
70, 70, 3, 1, 0, 1
End
