Question number, Melody number, Instrument, Correct answer, User answer 
0, 40, 2, 2, 1, 2
0, 40, 2, 2, 2, 1
1, 6, 1, 2, 1, 1
2, 27, 1, 1, 2, 1
3, 0, 2, 3, 1, 1
4, 1, 3, 1, 0, 2
5, 56, 4, 3, 2, 3
6, 52, 1, 2, 2, 3
7, 50, 2, 1, 1, 2
8, 32, 1, 2, 1, 3
9, 25, 1, 3, 0, 3
10, 58, 2, 1, 1, 2
11, 62, 2, 3, 1, 3
12, 16, 4, 1, 2, 3
13, 53, 4, 3, 0, 3
14, 69, 3, 3, 0, 3
15, 34, 4, 1, 1, 2
16, 57, 1, 2, 2, 3
17, 19, 1, 1, 2, 2
18, 2, 1, 1, 2, 3
19, 13, 1, 2, 0, 1
20, 20, 4, 1, 0, 3
21, 11, 2, 3, 2, 3
22, 22, 3, 1, 2, 3
23, 68, 3, 1, 2, 1
24, 60, 4, 2, 0, 1
25, 66, 2, 3, 2, 3
26, 26, 1, 1, 1, 2
27, 7, 4, 3, 1, 2
28, 24, 4, 3, 2, 3
29, 55, 1, 1, 0, 1
30, 31, 1, 3, 0, 3
31, 36, 3, 1, 2, 3
32, 43, 1, 1, 2, 3
33, 18, 4, 3, 0, 2
34, 38, 4, 1, 1, 1
35, 14, 3, 2, 1, 2
36, 64, 3, 3, 1, 3
37, 8, 2, 2, 2, 2
38, 39, 4, 1, 0, 3
39, 61, 1, 2, 2, 3
40, 65, 2, 1, 1, 2
41, 54, 3, 2, 1, 2
42, 63, 3, 3, 0, 2
43, 42, 3, 3, 2, 2
44, 51, 2, 1, 2, 2
45, 47, 3, 1, 1, 2
46, 4, 3, 1, 0, 3
47, 45, 4, 2, 1, 2
48, 67, 2, 2, 1, 2
49, 3, 1, 2, 0, 3
50, 9, 4, 3, 1, 3
51, 28, 3, 1, 0, 1
52, 23, 3, 3, 0, 3
53, 59, 3, 3, 1, 2
54, 30, 2, 2, 2, 2
55, 44, 1, 3, 0, 2
56, 29, 4, 3, 0, 1
57, 21, 1, 3, 1, 3
58, 15, 2, 2, 2, 1
59, 70, 4, 2, 1, 1
60, 48, 4, 1, 2, 3
61, 5, 2, 3, 1, 3
62, 37, 3, 2, 2, 3
63, 12, 3, 2, 2, 3
64, 10, 4, 2, 2, 3
65, 33, 2, 3, 1, 3
66, 41, 3, 1, 0, 1
67, 49, 2, 2, 2, 2
68, 71, 1, 3, 1, 3
69, 17, 4, 2, 1, 3
70, 46, 2, 2, 2, 1
End
