Question number, Melody number, Instrument, Correct answer, User answer 
0, 29, 4, 3, 2, 2
0, 29, 4, 3, 0, 1
1, 23, 4, 1, 2, 3
2, 10, 1, 2, 1, 3
3, 37, 4, 1, 1, 2
4, 66, 2, 3, 2, 3
5, 40, 1, 2, 1, 1
6, 71, 1, 3, 0, 1
7, 0, 1, 2, 2, 3
8, 8, 2, 3, 2, 3
9, 42, 3, 2, 1, 2
10, 24, 2, 1, 0, 1
11, 38, 3, 3, 1, 3
12, 13, 1, 1, 1, 1
13, 44, 4, 3, 0, 1
14, 61, 4, 2, 1, 1
15, 19, 1, 3, 2, 3
16, 65, 3, 2, 0, 2
17, 28, 1, 1, 1, 2
18, 60, 4, 1, 1, 3
19, 51, 3, 2, 1, 2
20, 14, 1, 2, 2, 2
21, 25, 3, 1, 2, 2
22, 63, 2, 2, 2, 2
23, 9, 1, 2, 2, 3
24, 41, 4, 3, 2, 2
25, 33, 4, 2, 2, 1
26, 15, 1, 3, 0, 1
27, 34, 2, 1, 1, 1
28, 35, 1, 1, 0, 1
29, 6, 4, 1, 0, 2
30, 4, 4, 1, 2, 3
31, 12, 2, 1, 0, 2
32, 3, 3, 1, 1, 2
33, 39, 1, 2, 1, 1
34, 43, 2, 3, 1, 3
35, 30, 4, 2, 0, 3
36, 46, 2, 1, 1, 1
37, 55, 2, 2, 2, 1
38, 70, 4, 3, 2, 2
39, 2, 3, 3, 2, 1
40, 16, 1, 2, 0, 2
41, 5, 3, 2, 1, 1
42, 31, 3, 1, 1, 1
43, 18, 1, 1, 1, 1
44, 62, 2, 2, 1, 3
45, 48, 3, 3, 2, 3
46, 1, 2, 1, 0, 1
47, 59, 1, 3, 0, 3
48, 47, 3, 3, 0, 3
49, 64, 3, 2, 1, 2
50, 22, 2, 2, 2, 3
51, 20, 1, 2, 0, 3
52, 50, 2, 1, 2, 2
53, 7, 4, 2, 2, 3
54, 21, 2, 1, 0, 1
55, 32, 3, 3, 1, 1
56, 53, 3, 3, 1, 1
57, 11, 3, 3, 2, 2
58, 36, 3, 3, 1, 1
59, 58, 2, 2, 0, 2
60, 57, 4, 1, 2, 3
61, 17, 2, 3, 1, 3
62, 56, 2, 1, 0, 2
63, 26, 3, 3, 1, 3
64, 52, 1, 1, 0, 3
65, 45, 4, 1, 1, 1
66, 27, 4, 2, 1, 2
67, 54, 4, 3, 2, 1
68, 68, 4, 3, 1, 3
69, 49, 3, 1, 2, 2
70, 67, 2, 3, 0, 2
End
